Date,Total_Revenue,Revenue_by_Product,Revenue_by_Service,Revenue_by_Region,Total_Expenses,Operational_Expenses,Salaries,Marketing_Expenses,RD_Expenses,Miscellaneous_Expenses,Gross_Profit,Net_Profit,Profit_Margin_Percentage,Cash_Inflows,Cash_Outflows,Net_Cash_Flow,Cash_Flow_from_Operating_Activities
2023-09-26,418808,Product C,Service B,South America,427211,156095,34335,35192,34017,1041,158128,158128,0,264331,61011,203320,921135
2023-07-16,412724,Product C,Service B,Africa,498735,175942,76612,48323,31310,4762,75775,75775,0,57304,675960,-618656,108515
2024-01-15,813575,Product A,Service B,South America,42198,181651,57474,23703,20460,1199,529088,529088,0,712792,350004,362788,719655
2024-03-21,913789,Product B,Service B,Africa,373777,91859,61268,34840,31960,3911,689951,689951,0,486238,269802,216436,186896
2023-08-12,367124,Product B,Service A,Africa,430378,195295,61910,28258,2503,4534,74624,74624,0,530086,52827,477259,256047
2024-02-26,985852,Product A,Service B,Asia,300838,132097,70438,13206,3410,770,765931,765931,0,481896,588140,-106244,242914
2024-02-15,955501,Product B,Service B,North America,97258,181534,52109,39369,11439,1016,670034,670034,0,679405,621375,58030,804394
2024-03-25,719760,Product A,Service B,Europe,352006,134861,97135,2723,18988,3818,462235,462235,0,859470,756063,103407,796695
2023-08-12,542556,Product B,Service C,North America,250803,130514,23111,36071,17624,403,334833,334833,0,303411,848245,-544834,546183
2023-08-16,410480,Product A,Service A,North America,77589,53595,38243,8768,26811,4245,278818,278818,0,442101,581370,-139269,991798
2023-12-08,230922,Product B,Service A,North America,267237,75839,4242,25967,15455,4152,105267,105267,0,491761,829199,-337438,734492
2023-06-23,201283,Product C,Service B,Europe,306111,115662,11899,9488,38328,173,25733,25733,0,602891,683602,-80711,99935
2023-12-26,362862,Product C,Service C,South America,376035,25318,5325,26090,25654,2909,277566,277566,0,817872,545268,272604,982522
2023-07-12,173855,Product C,Service C,North America,309858,163382,37553,15824,11034,2659,-56597,-56597,-100,569921,216888,353033,717104
2023-10-20,316028,Product A,Service C,Europe,30631,117200,91095,40945,20441,3978,42369,42369,0,608789,810948,-202159,767623
2023-08-15,997302,Product A,Service C,Oceania,293577,43045,48666,15354,4182,3364,882691,882691,0,316614,594034,-277420,275338
2023-06-23,945683,Product B,Service C,Europe,17572,37248,75828,33897,46850,1539,750321,750321,0,962427,848965,113462,996142
2024-01-09,27541,Product C,Service B,South America,335570,173385,18179,14665,32188,3971,-214847,-214847,-800,232728,268715,-35987,688813
2024-03-22,238240,Product B,Service C,North America,279959,109973,23710,35933,23201,2073,43350,43350,0,174402,226477,-52075,537702
2024-04-11,469637,Product A,Service C,Europe,261386,136460,40158,45278,3308,1502,242931,242931,0,338062,251893,86169,949479
2024-05-22,607222,Product C,Service A,Europe,452629,190577,39159,2212,24299,101,350874,350874,0,148308,399423,-251115,550138
2023-12-22,304333,Product A,Service C,South America,272264,171071,23981,34349,28562,441,45929,45929,0,278951,138154,140797,694269
2023-12-25,270742,Product A,Service C,North America,319915,193817,75602,22032,26078,139,-46926,-46926,-100,681702,757440,-75738,908302
2023-08-19,413651,Product B,Service A,Europe,342087,6572,63551,20453,30905,342,291828,291828,0,57149,31559,25590,369291
2023-07-13,151489,Product B,Service B,Europe,27178,18026,46366,41521,31694,441,13441,13441,0,237319,254520,-17201,748904
2024-01-06,290915,Product B,Service C,Oceania,67101,99868,20357,26007,19926,3307,121450,121450,0,986264,442421,543843,105446
2023-06-11,51841,Product C,Service A,South America,374863,133680,45224,14309,32638,812,-174822,-174822,-400,489518,36669,452849,323504
2023-07-30,935197,Product A,Service B,North America,283913,106779,83072,10209,7744,691,726702,726702,0,609308,263161,346147,375269
2024-04-24,276289,Product A,Service B,Oceania,280347,20533,26028,48236,18558,935,161999,161999,0,561695,634219,-72524,499865
2023-06-30,829449,Product A,Service A,Oceania,154579,88775,7672,22872,27055,150,682925,682925,0,229812,499749,-269937,81622
2024-02-28,859075,Product A,Service A,Africa,298251,118094,20875,46945,43598,1255,628308,628308,0,264190,726169,-461979,198517
2023-11-15,105139,Product B,Service C,Africa,354263,24202,83621,23595,34522,4223,-65024,-65024,-100,414273,92474,321799,686556
2024-01-17,222466,Product A,Service C,North America,55179,114755,71667,39981,9982,1709,-15628,-15628,-100,301407,631886,-330479,331296
2024-03-01,719787,Product A,Service C,North America,36633,11708,52507,15727,2687,4943,632215,632215,0,478360,841514,-363154,950289
2023-08-20,979539,Product A,Service B,North America,218237,62149,88719,3700,44816,4468,775687,775687,0,875592,53088,822504,188408
2024-03-21,586324,Product B,Service C,Asia,304956,178105,83332,3743,2841,1993,316310,316310,0,887985,562149,325836,946416
2024-05-10,118761,Product B,Service A,South America,87674,166863,62280,4718,2251,4393,-121744,-121744,-200,456701,896870,-440169,953394
2023-12-30,341499,Product B,Service C,South America,125967,103807,59529,32830,48400,606,96327,96327,0,259769,74830,184939,780266
2023-07-01,432047,Product A,Service B,Europe,306103,122882,45844,21386,40910,3825,197200,197200,0,507788,375922,131866,266333
2024-05-15,852211,Product C,Service C,Europe,154283,147264,3783,21978,21811,2089,655286,655286,0,460527,69744,390783,615306
2024-02-01,376850,Product C,Service B,Africa,216621,188457,74035,37336,43561,2044,31417,31417,0,934056,311835,622221,547285
2023-09-18,380089,Product B,Service B,North America,131085,178520,96392,26837,38826,442,39072,39072,0,669205,593356,75849,648548
2023-06-28,846271,Product A,Service B,North America,76766,16863,71864,14099,37663,2646,703136,703136,0,938416,389408,549008,832516
2023-12-01,556394,Product B,Service B,Africa,304495,68218,34431,1355,29220,3224,419946,419946,0,670314,180463,489851,638820
2023-06-09,378861,Product C,Service B,Africa,285973,122873,42965,13812,26631,3741,168839,168839,0,107461,439802,-332341,983207
2023-07-29,730377,Product A,Service C,Africa,87621,140038,80768,47170,11452,3098,447851,447851,0,659924,504249,155675,757516
2023-08-19,168356,Product C,Service C,North America,183309,88431,64916,37712,40171,1955,-64829,-64829,-100,810324,504893,305431,904444
2023-09-27,343494,Product C,Service A,Africa,269541,145264,32697,33443,14698,1736,115656,115656,0,78067,244421,-166354,33701
2023-07-05,537374,Product C,Service C,Europe,378739,130779,73362,4242,38875,3841,286275,286275,0,359101,777922,-418821,652337
2024-02-06,26151,Product B,Service C,Asia,34361,193322,62731,24269,23929,2113,-280213,-280213,-1100,521111,312086,209025,632734
2024-03-03,720852,Product C,Service A,Europe,356978,111922,70646,40649,8201,4597,484837,484837,0,227025,779712,-552687,988909
2023-07-01,305790,Product A,Service C,North America,124417,144537,3193,2828,2775,3909,148548,148548,0,541179,795225,-254046,264464
2024-05-08,623454,Product C,Service B,North America,180197,134638,92803,4830,33296,4420,353467,353467,0,410606,217831,192775,802464
2024-01-19,773317,Product A,Service B,Africa,169892,47118,24381,6297,44458,2668,648395,648395,0,510447,165422,345025,60121
2023-07-12,805949,Product C,Service B,Africa,103909,36541,66309,10579,43897,856,647767,647767,0,797921,67957,729964,15434
2024-04-30,663995,Product A,Service B,Africa,369493,102373,9463,49254,42841,2451,457613,457613,0,347317,328359,18958,629693
2024-03-20,867021,Product C,Service B,Asia,131927,179233,3783,27315,47633,302,608755,608755,0,651186,564945,86241,49133
2024-02-25,273204,Product A,Service A,South America,242551,34523,17744,17384,28373,1631,173549,173549,0,761952,710428,51524,639082
2024-03-05,188931,Product B,Service A,Europe,401365,128570,8235,41293,37515,2524,-29206,-29206,-100,991621,630342,361279,502877
2024-02-23,446924,Product B,Service B,Oceania,20756,90806,90905,22155,36009,2041,205008,205008,0,979976,858751,121225,840822
2023-06-01,366099,Product A,Service B,Europe,225681,47428,17853,23357,37337,1368,238756,238756,0,76607,583527,-506920,714773
2023-12-11,348445,Product B,Service C,Europe,237482,157448,28603,34618,36284,3888,87604,87604,0,704353,266589,437764,886278
2024-04-06,909747,Product B,Service A,Asia,429414,107575,55246,15478,6909,192,724347,724347,0,387528,405110,-17582,853492
2023-11-03,460259,Product A,Service B,South America,197633,147086,31214,9281,18364,2548,251766,251766,0,481546,660640,-179094,119185
2024-04-08,763383,Product B,Service A,North America,205823,169922,29647,34784,16966,2470,509594,509594,0,820897,444404,376493,86565
2024-04-04,210307,Product C,Service B,North America,474329,52919,17535,45232,20964,3093,70564,70564,0,862441,551357,311084,324914
2023-06-20,977573,Product C,Service B,North America,344276,30283,42358,15482,31115,1815,856520,856520,0,813567,865394,-51827,911844
2023-08-02,269578,Product C,Service A,North America,194711,195957,93542,49918,22775,2543,-95157,-95157,-100,460978,255851,205127,879933
2023-09-06,569372,Product C,Service A,Oceania,424147,90484,88194,25048,42365,1838,321443,321443,0,614071,703166,-89095,759314
2023-10-10,71372,Product B,Service C,Europe,400761,152455,7697,38476,6584,3745,-137585,-137585,-200,822824,284127,538697,50223
2023-11-18,357380,Product C,Service B,Oceania,269104,60559,51243,31077,39739,4990,169772,169772,0,215188,612412,-397224,425637
2023-06-03,373955,Product B,Service C,North America,380493,110398,56895,4651,26731,3282,171998,171998,0,367598,404272,-36674,122861
2024-02-06,869778,Product B,Service C,South America,162688,40271,23151,49015,7430,3378,746533,746533,0,176348,162485,13863,532574
2023-09-17,299175,Product A,Service B,Africa,84631,50586,41720,10521,44186,1199,150963,150963,0,797042,166095,630947,771502
2024-05-08,268429,Product A,Service A,North America,237066,82415,3854,19240,30634,410,131876,131876,0,420038,319315,100723,345422
2024-04-23,685274,Product A,Service C,Oceania,313346,40978,42860,3064,36068,4047,558257,558257,0,301280,715082,-413802,246719
2023-06-22,864590,Product C,Service A,Europe,45524,134894,22327,46739,11159,3940,645531,645531,0,218714,376993,-158279,318436
2024-01-14,525465,Product C,Service B,Oceania,380618,159514,6313,26710,37233,1541,294154,294154,0,130642,351486,-220844,339204
2023-12-02,106143,Product C,Service C,North America,429386,159833,15249,44957,8266,2684,-124846,-124846,-200,913832,181385,732447,451926
2023-09-07,390339,Product B,Service B,Europe,76299,125199,60963,1866,49535,547,152229,152229,0,478832,12976,465856,24035
2023-10-26,100178,Product C,Service A,North America,62457,192681,99729,16399,41631,4097,-254359,-254359,-300,594309,678810,-84501,371879
2023-07-28,974677,Product A,Service B,Africa,43861,192085,48980,46549,35048,4747,647268,647268,0,729827,429467,300360,14173
2024-03-19,671726,Product C,Service B,Oceania,48656,101605,39420,30877,42401,961,456462,456462,0,209573,209342,231,497977
2023-09-06,540588,Product B,Service C,South America,210649,133260,85722,20411,15896,3872,281427,281427,0,71967,28292,43675,805399
2024-01-04,888367,Product A,Service B,Asia,255868,196549,16129,22575,4419,339,648356,648356,0,67369,71032,-3663,658500
2023-11-15,914176,Product C,Service B,Oceania,239122,172063,52393,30291,15633,1732,642064,642064,0,802244,505184,297060,921496
2023-11-30,280800,Product A,Service C,Europe,20029,41574,11706,9969,7729,4884,204938,204938,0,451600,152430,299170,612387
2024-01-15,300015,Product C,Service C,South America,434647,96563,45524,33161,35598,3922,85247,85247,0,790922,356415,434507,676328
2023-07-22,50584,Product A,Service C,Oceania,167719,100197,44933,24640,1491,4094,-124771,-124771,-300,684761,610492,74269,687542
2023-08-31,816414,Product B,Service B,Europe,207344,19828,16161,29106,28941,2662,719716,719716,0,848368,895920,-47552,648647
2023-09-29,398417,Product A,Service B,Asia,350347,48818,73647,2685,42898,3477,226892,226892,0,714945,522420,192525,20947
2023-10-21,600356,Product C,Service B,North America,358601,99732,94440,6515,10733,2457,386479,386479,0,67361,740796,-673435,608444
2024-02-21,74882,Product C,Service A,South America,342611,48980,5790,2444,20119,2822,-5273,-5273,-100,746352,173903,572449,12946
2024-02-22,757844,Product C,Service B,North America,192349,138193,40665,24592,3737,552,550105,550105,0,97056,238524,-141468,710608
2023-06-18,279646,Product B,Service C,Asia,69118,71826,3705,2732,30391,4546,166446,166446,0,920034,891843,28191,416805
2023-08-14,722981,Product A,Service C,Asia,69558,179868,38287,4563,13577,2883,483803,483803,0,830334,766437,63897,228682
2023-06-22,673892,Product A,Service C,South America,76458,140813,94207,48078,34392,1379,355023,355023,0,807127,184488,622639,60939
2023-07-12,870729,Product A,Service C,Europe,222792,162711,87832,40414,22566,677,556529,556529,0,810556,483837,326719,502449
2024-01-03,31733,Product A,Service B,Asia,121334,35145,3757,35040,38177,857,-81243,-81243,-300,394800,49424,345376,237932
2023-10-08,349494,Product A,Service B,North America,19846,199309,62275,47525,43676,152,-3443,-3443,-100,684111,395883,288228,892867
2023-06-04,234494,Product C,Service B,Africa,450328,34702,3572,45070,11717,1468,137965,137965,0,27470,483769,-456299,991341
2024-02-14,473900,Product A,Service A,Africa,104542,70384,23748,31179,48642,675,299272,299272,0,383821,790548,-406727,610703
2023-06-01,104283,Product B,Service C,South America,142470,157324,38503,29437,18215,2266,-141462,-141462,-200,686809,134142,552667,197399
2024-03-15,713271,Product B,Service A,Oceania,442504,31306,94060,20055,35990,4628,527232,527232,0,340769,808287,-467518,413442
2023-06-28,856879,Product B,Service B,Europe,171408,40588,93205,15185,32397,3167,672337,672337,0,624732,729249,-104517,357319
2023-10-10,761555,Product A,Service C,North America,376934,99154,44391,26806,41590,2819,546795,546795,0,192572,64824,127748,251304
2024-02-15,62601,Product C,Service A,Europe,275600,36901,62438,41005,28512,2328,-108583,-108583,-200,495575,28440,467135,509555
2023-08-20,33367,Product B,Service A,Asia,384222,108110,46103,33822,12437,1528,-168633,-168633,-600,26606,271527,-244921,798671
2023-05-30,943796,Product B,Service A,South America,338369,110988,61831,1157,40720,1510,727590,727590,0,558718,50584,508134,781962
2024-04-28,674148,Product C,Service A,Europe,313371,189356,70509,22289,14406,4705,372883,372883,0,502564,302659,199905,97950
2023-12-03,252691,Product A,Service C,South America,163047,14786,76271,17908,25768,1259,116699,116699,0,286773,500316,-213543,548206
2023-10-04,729205,Product A,Service B,Africa,76411,127674,58787,49227,36646,2020,454851,454851,0,204473,798722,-594249,200348
2024-02-24,952934,Product C,Service C,Europe,311796,121944,64668,42060,42892,609,680761,680761,0,117252,338869,-221617,767896
2023-09-29,773213,Product B,Service C,South America,475718,107426,85698,23390,33030,632,523037,523037,0,229984,893321,-663337,239919
2023-12-03,92452,Product C,Service B,Europe,431318,39382,97637,34284,34422,3658,-116931,-116931,-200,411534,182122,229412,306020
2023-11-20,782631,Product C,Service B,Europe,26686,146506,13833,20038,5939,3730,592585,592585,0,888327,377066,511261,36164
2023-06-26,722975,Product C,Service A,Asia,364565,54997,94730,3914,19604,3710,546020,546020,0,692884,369499,323385,94039
2024-05-20,508571,Product A,Service B,Africa,49014,167967,61846,45284,11529,2738,219207,219207,0,721390,608704,112686,494281
2023-11-18,935383,Product C,Service C,Asia,179909,195577,46998,4287,41109,2201,645211,645211,0,88159,93861,-5702,465028
2023-05-28,89954,Product B,Service B,Europe,48966,136041,56468,33334,15014,2985,-153888,-153888,-200,293690,334673,-40983,374228
2024-02-13,145099,Product C,Service B,North America,165738,20452,95075,26515,35923,4551,-37417,-37417,-100,818895,470043,348852,652958
2023-08-10,489437,Product A,Service A,South America,164058,53301,89002,15476,32298,4800,294560,294560,0,242552,374076,-131524,286687
2024-05-10,389191,Product B,Service A,North America,138133,128652,88350,19139,15663,3489,133898,133898,0,574439,495132,79307,546767
2023-07-07,389003,Product C,Service A,South America,363115,175671,40383,48905,37092,3251,83701,83701,0,468561,630445,-161884,420909
2023-10-18,223029,Product C,Service A,North America,410724,188830,69674,18439,26786,4433,-85133,-85133,-100,849663,807339,42324,605281
2023-10-28,561983,Product C,Service B,North America,152755,75759,29238,3484,1054,776,451672,451672,0,960721,143642,817079,771234
2023-10-05,700315,Product C,Service B,South America,99658,133382,28220,12649,12786,4698,508580,508580,0,473255,382859,90396,346867
2023-08-29,806910,Product A,Service C,Europe,337783,121877,13192,35809,12559,1022,622451,622451,0,208802,6765,202037,35090
2023-10-17,46744,Product C,Service B,Asia,206102,61752,24271,23722,28617,2816,-94434,-94434,-300,767107,195143,571964,959014
2024-03-28,976389,Product B,Service B,Europe,285058,174048,85163,10980,18901,2993,684304,684304,0,844794,771263,73531,746588
2024-05-11,725157,Product C,Service C,North America,212215,76958,44947,32857,5816,3013,561566,561566,0,753004,279798,473206,817296
2024-03-14,918499,Product C,Service C,Asia,377032,139247,84534,9178,47860,282,637398,637398,0,687448,182159,505289,30645
2024-04-12,675739,Product A,Service A,North America,62931,9590,4828,25197,40797,1691,593636,593636,0,867709,167256,700453,564145
2023-07-23,822996,Product A,Service A,Africa,94315,62719,89509,45007,41143,2139,582479,582479,0,801817,526528,275289,394851
2023-10-28,205586,Product C,Service A,North America,18739,65655,71401,22976,37799,1596,6159,6159,0,934073,852145,81928,586414
2024-02-26,882165,Product C,Service C,Oceania,224515,11872,89634,19347,18621,4297,738394,738394,0,601914,691119,-89205,492441
2024-02-19,898778,Product A,Service A,North America,126636,187841,41033,11472,11492,175,646765,646765,0,512077,596311,-84234,413944
2024-04-11,996223,Product A,Service A,Europe,106695,84866,35563,2860,9061,2470,861403,861403,0,532979,168825,364154,121890
2023-11-07,826539,Product C,Service C,Europe,154580,126757,87621,14896,16378,3499,577388,577388,0,840627,508342,332285,118601
2024-04-23,992819,Product C,Service A,Oceania,174467,55220,81696,17688,4626,747,832842,832842,0,730639,329761,400878,54366
2023-07-11,503501,Product C,Service A,Europe,445698,16440,42131,16998,10564,507,416861,416861,0,685702,661879,23823,47803
2024-01-23,721085,Product A,Service B,South America,263893,42481,66578,22749,5411,4693,579173,579173,0,149408,688258,-538850,92955
2024-05-02,560481,Product A,Service B,Oceania,12058,22163,62893,34944,19218,985,420278,420278,0,439072,584331,-145259,206305
2024-03-17,55625,Product B,Service A,South America,200766,188328,37513,11332,18305,3174,-203027,-203027,-400,644228,149785,494443,825624
2024-02-13,832332,Product C,Service A,South America,59817,131770,73361,7646,3507,2028,614020,614020,0,923577,447462,476115,184673
2023-11-14,286480,Product A,Service C,Europe,453918,41124,79089,46042,25199,1695,93331,93331,0,769588,396809,372779,879836
2023-12-18,816657,Product B,Service C,Oceania,269636,126934,5835,27140,3636,1123,651989,651989,0,624902,77154,547748,975432
2023-12-05,538433,Product A,Service B,Europe,63749,172946,89919,49863,42095,3713,179897,179897,0,78570,16204,62366,444208
2023-07-10,958333,Product B,Service C,Europe,320462,84433,44616,2652,42246,351,784035,784035,0,179514,628129,-448615,323398
2023-08-12,895773,Product C,Service C,Asia,44233,109260,48369,43835,31153,926,662230,662230,0,934285,355292,578993,596468
2023-11-15,82906,Product C,Service C,South America,254877,134382,52634,11263,33346,1712,-150431,-150431,-200,775959,137874,638085,106574
2024-05-19,386078,Product A,Service C,Europe,204252,40269,2274,1668,34207,2327,305333,305333,0,497491,838238,-340747,351881
2023-08-13,537204,Product B,Service C,North America,214582,41085,75493,27001,8603,2508,382514,382514,0,495828,382993,112835,623515
2023-09-28,396789,Product C,Service A,Asia,67741,96010,45739,40934,24579,554,188973,188973,0,623766,472881,150885,856329
2024-05-20,728027,Product C,Service B,Asia,106881,53461,13441,39680,10436,3647,607362,607362,0,36071,316721,-280650,566352
2023-11-10,54238,Product C,Service A,Asia,332877,108246,99533,2443,42543,3575,-202102,-202102,-400,101050,532172,-431122,657688
2023-07-15,896579,Product B,Service C,Asia,291839,37438,88715,38590,42417,3295,686124,686124,0,43574,101503,-57929,381249
2023-07-25,983127,Product A,Service C,Europe,204653,45363,59545,32797,19758,1696,823968,823968,0,122611,743929,-621318,888754
2024-02-01,306210,Product A,Service B,Oceania,215799,160657,6591,46458,14931,2399,75174,75174,0,49782,297549,-247767,573572
2023-05-30,308800,Product A,Service A,Oceania,123552,97273,96673,35019,4980,463,74392,74392,0,188142,695709,-507567,413483
2023-12-21,593954,Product C,Service B,Africa,96233,108728,55261,44505,43630,3330,338500,338500,0,922780,652609,270171,314063
2024-03-19,416175,Product A,Service A,North America,212901,146037,15133,45370,8319,2657,198659,198659,0,962523,16842,945681,529089
2024-02-07,240826,Product A,Service B,North America,37065,171859,40318,2733,29818,1934,-5836,-5836,-100,879226,830049,49177,660687
2023-05-30,313666,Product C,Service A,Africa,12413,79358,28925,29275,39601,1792,134715,134715,0,274086,796641,-522555,611987
2023-10-13,759295,Product A,Service B,North America,27850,33320,98396,17335,8512,2502,599230,599230,0,671043,147395,523648,836350
2023-10-30,337304,Product A,Service A,North America,227147,113314,95018,10695,13225,3680,101372,101372,0,236415,246027,-9612,665566
2023-11-30,761919,Product C,Service A,Europe,138012,5729,64146,7587,22897,4737,656823,656823,0,674491,19352,655139,46512
2023-06-25,354119,Product C,Service B,North America,144609,124595,86093,10399,3636,449,128947,128947,0,319313,681683,-362370,997036
2023-07-16,603949,Product B,Service B,South America,341529,188168,19792,36617,35635,1321,322416,322416,0,41454,411142,-369688,215737
2023-05-28,635940,Product B,Service C,Europe,236797,68102,66334,43002,12751,4873,440878,440878,0,125211,324089,-198878,58349
2023-06-07,404525,Product A,Service B,North America,267653,8157,93842,17486,10255,2024,272761,272761,0,380995,643180,-262185,515684
2024-01-07,424380,Product C,Service B,Africa,498447,15744,23357,6980,15368,4981,357950,357950,0,115596,880330,-764734,56719
2024-01-12,515444,Product A,Service A,South America,293970,148849,83124,41236,32387,3303,206545,206545,0,657080,270236,386844,473053
2023-06-08,442765,Product B,Service C,North America,16256,110895,14360,43769,3784,3680,266277,266277,0,650091,66072,584019,520461
2023-12-22,289191,Product C,Service C,South America,359005,24494,70076,23520,39545,2085,129471,129471,0,83014,808692,-725678,243564
2023-09-26,13740,Product A,Service A,North America,453996,46618,71277,5659,16546,3581,-129941,-129941,-1000,981518,836584,144934,969880
2024-04-27,697862,Product B,Service B,South America,290467,25664,40801,44098,23356,2204,561739,561739,0,799484,772447,27037,429890
2023-11-26,744870,Product B,Service C,North America,229454,196111,49818,27932,21460,4367,445182,445182,0,313447,244545,68902,252421
2023-10-20,388852,Product B,Service C,Asia,331128,42646,27886,8918,20689,2395,286318,286318,0,752740,272568,480172,764975
2024-05-18,729675,Product A,Service B,Asia,480456,75400,94939,34684,43428,4428,476796,476796,0,632556,475701,156855,501229
2024-04-01,995501,Product C,Service B,Africa,346951,156331,72505,49137,8439,1282,707807,707807,0,328414,578571,-250157,226089
2024-03-05,370975,Product C,Service B,Asia,165350,128845,69704,15059,30461,4310,122596,122596,0,842300,360517,481783,76705
2024-02-01,961809,Product A,Service B,Europe,391484,60638,91449,46234,33639,2119,727730,727730,0,169067,347670,-178603,766849
2023-10-19,335171,Product A,Service A,North America,57057,90352,85530,29682,15322,2407,111878,111878,0,296864,8307,288557,735722
2023-10-26,597171,Product C,Service C,South America,29078,143308,11293,32252,11109,3886,395323,395323,0,114828,282255,-167427,970853
2024-02-24,191349,Product C,Service A,Oceania,364910,119890,44851,37369,41443,1801,-54005,-54005,-100,50023,607578,-557555,627779
2023-12-31,610308,Product B,Service B,Asia,262823,147098,93521,31957,1572,1426,334734,334734,0,783311,398789,384522,142099
2023-10-26,159756,Product B,Service B,North America,429960,117527,51538,11562,30777,2503,-54151,-54151,-100,61785,286033,-224248,658920
2023-10-18,800873,Product B,Service C,Oceania,96840,192077,44710,21818,36303,1010,504955,504955,0,794188,143264,650924,20233
2023-07-20,569409,Product A,Service B,Asia,292223,118720,38402,31919,40734,732,338902,338902,0,733916,99157,634759,123951
2023-05-26,792648,Product A,Service C,South America,351077,47169,24930,7280,27518,760,684991,684991,0,604302,374544,229758,618406
2023-08-27,375902,Product A,Service C,Africa,204187,162139,10237,29058,12222,4375,157871,157871,0,466203,643346,-177143,66416
2024-03-29,985216,Product A,Service B,Africa,81008,123559,45089,18600,7483,190,790295,790295,0,905211,858594,46617,540132
2023-12-25,869937,Product B,Service B,Africa,338663,49216,55685,29875,33618,1527,700016,700016,0,649611,182125,467486,398194
2024-02-26,969255,Product C,Service B,Asia,67471,180540,62161,4803,9230,4316,708205,708205,0,977900,316848,661052,136553
2024-04-07,172019,Product C,Service A,North America,52200,56096,32923,17638,2569,4285,58508,58508,0,458268,622608,-164340,195221
2023-09-01,358847,Product B,Service A,Asia,425596,107805,48588,29429,2354,3562,167109,167109,0,916996,23594,893402,357545
2023-06-28,545856,Product A,Service B,South America,117959,66931,62350,34062,8101,2587,371825,371825,0,932686,105453,827233,917007
2023-09-28,762367,Product A,Service A,Africa,316975,193406,63861,16239,49328,1143,438390,438390,0,814066,203206,610860,741973
2023-07-29,936912,Product C,Service B,Europe,329000,33143,72232,9817,22811,4871,794038,794038,0,548113,230073,318040,529637
2024-01-12,744826,Product C,Service A,Asia,293681,64367,31922,32995,44762,3581,567199,567199,0,831111,6239,824872,496154
2023-11-12,73851,Product B,Service C,Asia,409626,172796,49732,6832,10849,1847,-168205,-168205,-300,355564,382281,-26717,89973
2023-08-11,192815,Product A,Service C,Europe,395921,54164,49559,8129,19865,3630,57468,57468,0,859085,450244,408841,661774
2023-11-07,188839,Product C,Service B,Europe,174392,105360,55286,30319,42222,1165,-45513,-45513,-100,215696,591754,-376058,70593
2023-06-23,871882,Product B,Service C,Europe,29467,120760,63976,22245,19997,3733,641171,641171,0,739085,475393,263692,27659
2023-09-04,13914,Product A,Service A,Europe,39733,82640,48206,25748,2793,1810,-147283,-147283,-1100,188050,885722,-697672,359803
2023-11-15,139466,Product A,Service C,Oceania,483975,148381,21562,32196,4908,100,-67681,-67681,-100,504447,693219,-188772,5899
2023-06-21,635559,Product A,Service A,Africa,111225,64141,33600,40905,38964,2626,455323,455323,0,778806,717529,61277,142364
2024-01-09,708916,Product C,Service A,South America,140526,179814,49097,14758,9657,2525,453065,453065,0,428951,532683,-103732,126679
2023-08-24,242202,Product B,Service B,South America,431715,101103,58877,3023,8989,4563,65647,65647,0,103313,820031,-716718,974276
2024-03-07,964761,Product C,Service B,Europe,266399,127109,24012,13098,9388,2332,788822,788822,0,584239,108929,475310,314678
2023-10-17,751460,Product A,Service A,Asia,373549,51265,52268,32674,49032,1079,565142,565142,0,738787,206897,531890,316596
2023-10-20,465446,Product A,Service C,Oceania,75384,163081,7929,41353,49343,1251,202489,202489,0,810259,254577,555682,612531
2023-12-17,673241,Product B,Service C,South America,91775,186931,28137,22833,25630,3863,405847,405847,0,633878,103208,530670,648667
2023-07-17,45660,Product C,Service A,Asia,114230,124667,39233,18608,22380,624,-159852,-159852,-400,448608,191580,257028,918776
2024-05-19,75913,Product A,Service A,Africa,421543,29517,49396,9831,25025,1399,-39255,-39255,-100,745570,849427,-103857,433213
2024-04-10,58252,Product A,Service A,South America,331493,34747,50376,12573,46225,3863,-89532,-89532,-200,933767,75104,858663,304176
2023-12-30,137100,Product B,Service B,North America,242615,63458,43383,15007,44906,4793,-34447,-34447,-100,11235,878081,-866846,481516
2024-02-10,464022,Product C,Service C,North America,307724,62866,23970,26425,5305,1368,344088,344088,0,696408,539880,156528,470097
2023-08-14,885120,Product C,Service B,South America,65389,178347,85394,2004,32734,1388,585253,585253,0,955479,474306,481173,412826
2023-07-16,750007,Product A,Service B,Oceania,39573,10136,3239,20399,29608,1388,685237,685237,0,128027,252198,-124171,818137
2023-07-26,608988,Product B,Service B,Oceania,423523,139448,10901,13087,26300,4581,414671,414671,0,144354,80478,63876,851544
2023-08-15,772055,Product C,Service B,Europe,293400,49961,45282,39171,10873,1286,625482,625482,0,73279,58342,14937,188264
2023-06-12,36215,Product A,Service C,South America,379296,10479,95943,12746,19048,1020,-103021,-103021,-300,841083,528522,312561,77762
2023-09-19,686872,Product A,Service B,Oceania,313421,117420,33809,48281,20260,3989,463113,463113,0,247722,525047,-277325,764603
2023-11-19,66929,Product A,Service C,North America,308493,35534,90471,7912,35637,2115,-104740,-104740,-200,511867,637441,-125574,856270
2023-10-18,517038,Product A,Service C,North America,380947,168568,15278,1578,6402,240,324972,324972,0,929314,311224,618090,17882
2024-04-20,94978,Product B,Service B,Asia,126950,171395,59582,3506,6566,4527,-150598,-150598,-200,575711,405021,170690,634170
